"2017-04-06","三民高中",12930,13083
"2017-04-06","三和國中",12844,12252
"2017-04-06","三重",6078,6000
"2017-04-06","三重國小",11926,12123
"2017-04-06","土城",7155,7138
"2017-04-06","士林",29249,29533
"2017-04-06","大安",26606,26619
"2017-04-06","大安森林公園",8128,7702
"2017-04-06","大坪林",22399,21727
"2017-04-06","大直",10271,10512
"2017-04-06","大湖公園",3398,3208
"2017-04-06","大橋頭站",13890,11915
"2017-04-06","小南門",10175,10459
"2017-04-06","小碧潭",2204,2378
"2017-04-06","中山",36189,36521
"2017-04-06","中山國小",17555,17661
"2017-04-06","中山國中",16386,15956
"2017-04-06","中正紀念堂",30104,29868
"2017-04-06","丹鳳",9306,8484
"2017-04-06","內湖",8363,8250
"2017-04-06","公館",27563,28524
"2017-04-06","六張犁",12385,11925
"2017-04-06","文德",5945,5711
"2017-04-06","木柵",4577,4752
"2017-04-06","北投",17902,19455
"2017-04-06","北門",10039,9628
"2017-04-06","古亭",33277,33704
"2017-04-06","台大醫院",25346,26648
"2017-04-06","台北101/世貿",26253,26730
"2017-04-06","台北小巨蛋",24105,24928
"2017-04-06","台北車站",145934,138800
"2017-04-06","台北橋",9214,9518
"2017-04-06","台電大樓",18578,18610
"2017-04-06","市政府",57938,59923
"2017-04-06","民權西路",26099,25020
"2017-04-06","永安市場",27270,27483
"2017-04-06","永春",20508,20410
"2017-04-06","永寧",11965,12482
"2017-04-06","石牌",31565,33139
"2017-04-06","先嗇宮",4774,4576
"2017-04-06","江子翠",26120,26695
"2017-04-06","竹圍",9811,10248
"2017-04-06","行天宮",27640,29216
"2017-04-06","西門",63204,62992
"2017-04-06","西湖",18442,19387
"2017-04-06","辛亥",3435,3252
"2017-04-06","亞東醫院",23143,21018
"2017-04-06","奇岩",10044,8715
"2017-04-06","府中",29816,26935
"2017-04-06","忠孝復興",46427,47797
"2017-04-06","忠孝敦化",36874,38377
"2017-04-06","忠孝新生",33140,32776
"2017-04-06","忠義",2960,3118
"2017-04-06","昆陽",14742,15604
"2017-04-06","明德",13570,12824
"2017-04-06","東門",23272,23705
"2017-04-06","東湖",8538,8544
"2017-04-06","松山",23839,22841
"2017-04-06","松山機場",6071,5711
"2017-04-06","松江南京",38378,40320
"2017-04-06","芝山",23554,23900
"2017-04-06","信義安和",17566,18284
"2017-04-06","南京三民",22790,23976
"2017-04-06","南京復興",38981,41249
"2017-04-06","南港",18052,16839
"2017-04-06","南港展覽館",41796,40209
"2017-04-06","南港軟體園區",4918,4638
"2017-04-06","南勢角",22177,21356
"2017-04-06","後山埤",16911,16873
"2017-04-06","科技大樓",15761,15449
"2017-04-06","紅樹林",7358,7010
"2017-04-06","徐匯中學",11956,12604
"2017-04-06","海山",21701,22025
"2017-04-06","迴龍",9899,9377
"2017-04-06","動物園",7082,7228
"2017-04-06","唭哩岸",7913,7327
"2017-04-06","國父紀念館",21223,22270
"2017-04-06","淡水",33187,33025
"2017-04-06","頂埔",8068,7439
"2017-04-06","頂溪",36438,37543
"2017-04-06","善導寺",22824,24261
"2017-04-06","復興崗",3561,3521
"2017-04-06","景安",25888,25506
"2017-04-06","景美",16141,16544
"2017-04-06","港墘",16187,16333
"2017-04-06","菜寮",10142,10018
"2017-04-06","象山",11976,10562
"2017-04-06","圓山",25565,25962
"2017-04-06","新北投",6794,6039
"2017-04-06","新店",12745,11146
"2017-04-06","新店區公所",11026,11612
"2017-04-06","新埔",41715,40167
"2017-04-06","新莊",10931,11685
"2017-04-06","萬芳社區",2637,2163
"2017-04-06","萬芳醫院",15389,16120
"2017-04-06","萬隆",9510,9096
"2017-04-06","葫洲",8693,8808
"2017-04-06","輔大",12296,13775
"2017-04-06","劍南路",10064,9980
"2017-04-06","劍潭",32839,32975
"2017-04-06","頭前庄",4937,4397
"2017-04-06","龍山寺",29023,27357
"2017-04-06","雙連",21999,23655
"2017-04-06","關渡",13308,13860
"2017-04-06","蘆洲",13380,12358
"2017-04-06","麟光",4395,4139
"2017-04-07","BL板橋",40831,43726
"2017-04-07","七張",18699,17567
"2017-04-07","三民高中",13338,13758
"2017-04-07","三和國中",13568,12739
"2017-04-07","三重",6667,6574
"2017-04-07","三重國小",12592,12706
"2017-04-07","土城",7673,7726
"2017-04-07","士林",32666,31935
"2017-04-07","大安",27634,28330
"2017-04-07","大安森林公園",8862,8418
"2017-04-07","大坪林",23755,22342
"2017-04-07","大直",11123,10688
"2017-04-07","大湖公園",3668,3373
"2017-04-07","大橋頭站",15373,12700
"2017-04-07","小南門",10518,10902
"2017-04-07","小碧潭",2409,2406
"2017-04-07","中山",40243,41766
"2017-04-07","中山國小",19294,19367
"2017-04-07","中山國中",17396,17171
"2017-04-07","中正紀念堂",32763,32685
"2017-04-07","丹鳳",10093,9028
"2017-04-07","內湖",9043,8869
"2017-04-07","公館",32674,31708
"2017-04-07","六張犁",13161,12705
"2017-04-07","文德",6638,6014
"2017-04-07","木柵",4753,4768
"2017-04-07","北投",19294,20442
"2017-04-07","北門",11118,10725
"2017-04-07","古亭",35205,35042
"2017-04-07","台大醫院",25969,27826
"2017-04-07","台北101/世貿",31280,31989
"2017-04-07","台北小巨蛋",25701,27167
"2017-04-07","台北車站",166245,167271
"2017-04-07","台北橋",10196,10522
"2017-04-07","台電大樓",20901,20425
"2017-04-07","市政府",65517,68603
"2017-04-07","民權西路",28101,27072
"2017-04-07","永安市場",29414,29574
"2017-04-07","永春",21581,21730
"2017-04-07","永寧",13123,14159
"2017-04-07","石牌",33619,34087
"2017-04-07","先嗇宮",4993,4851
"2017-04-07","江子翠",27815,28524
"2017-04-07","竹圍",10192,10600
